zip,state,county,city1,city1,city2,city3,city4,city5,city6,city7,city8,city9,city10,city11,city12,city13,city14,city15,city16,city17,city18,city19,city20,city21,city22,city23,city24,city25,city26,city27,city28,city29,city30,city31
44131,OH,Cuyahoga County,Independence,Brooklyn Heights, Brooklyn Hts, Cleveland, Parma, Seven Hills,,,,,,,,,,,,,,,,,,,,,,,,,,
44132,OH,Cuyahoga County,Euclid,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44133,OH,Cuyahoga County,North Royalton,Cleveland, N Royalton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44134,OH,Cuyahoga County,Cleveland,Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44135,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44136,OH,Cuyahoga County,Strongsville,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44137,OH,Cuyahoga County,Maple Heights,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44138,OH,Cuyahoga County,Olmsted Falls,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44139,OH,Cuyahoga County,Solon,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44140,OH,Cuyahoga County,Bay Village,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44141,OH,Cuyahoga County,Brecksville,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44142,OH,Cuyahoga County,Brookpark,Brook Park, Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44143,OH,Cuyahoga County,Cleveland,Euclid, Highland Heights, Highland Hgts, Highland Hts, Mayfield, Mayfield Hts, Mayfield Village, Mayfield Vlg, Richmond Heights, Richmond Hts,,,,,,,,,,,,,,,,,,,,,
44144,OH,Cuyahoga County,Cleveland,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44145,OH,Cuyahoga County,Westlake,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44146,OH,Cuyahoga County,Bedford,Bedford Heights, Bedford Hts, Cleveland, Oakwood Village, Oakwood Vlg, Walton Hills,,,,,,,,,,,,,,,,,,,,,,,,,
44147,OH,Cuyahoga County,Broadview Heights,Broadview Hts, Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44149,OH,Cuyahoga County,Strongsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44178,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44181,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44185,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44188,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44189,OH,Cuyahoga County,Cleveland,Ohio Lottery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44190,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44191,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44192,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44193,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44194,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44195,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44197,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44198,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44199,OH,Cuyahoga County,Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44201,OH,Portage County,Atwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44202,OH,Portage County,Aurora,Reminderville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44203,OH,Summit County,Barberton,Norton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44210,OH,Summit County,Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44211,OH,Portage County,Brady Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44212,OH,Medina County,Brunswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44214,OH,Wayne County,Burbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44215,OH,Medina County,Chippewa Lake,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44216,OH,Summit County,Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44217,OH,Wayne County,Creston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44221,OH,Summit County,Cuyahoga Falls,Cuyahoga Fls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44222,OH,Summit County,Cuyahoga Falls,Cuyahoga Fls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44223,OH,Summit County,Cuyahoga Falls,Cuyahoga Fls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44224,OH,Summit County,Stow,Cuyahoga Falls, Cuyahoga Fls, Silver Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44230,OH,Wayne County,Doylestown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44231,OH,Portage County,Garrettsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44232,OH,Summit County,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44233,OH,Medina County,Hinckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44234,OH,Portage County,Hiram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44235,OH,Medina County,Homerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44236,OH,Summit County,Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44237,OH,Summit County,Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44240,OH,Portage County,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44241,OH,Portage County,Streetsboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44242,OH,Portage County,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44243,OH,Portage County,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44250,OH,Summit County,Lakemore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44251,OH,Medina County,Westfield Center,Westfield Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44253,OH,Medina County,Litchfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44254,OH,Medina County,Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44255,OH,Portage County,Mantua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44256,OH,Medina County,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44258,OH,Medina County,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44260,OH,Portage County,Mogadore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44262,OH,Summit County,Munroe Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44264,OH,Summit County,Peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44265,OH,Portage County,Randolph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44266,OH,Portage County,Ravenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44270,OH,Wayne County,Rittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44272,OH,Portage County,Rootstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44273,OH,Medina County,Seville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44274,OH,Medina County,Sharon Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44275,OH,Medina County,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44276,OH,Wayne County,Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44278,OH,Summit County,Tallmadge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44280,OH,Medina County,Valley City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44281,OH,Medina County,Wadsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44282,OH,Medina County,Wadsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44285,OH,Portage County,Wayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44286,OH,Summit County,Richfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44287,OH,Wayne County,West Salem,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44288,OH,Portage County,Windham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44301,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44302,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44303,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44304,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44305,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44306,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44307,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44308,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44309,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44310,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44311,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44312,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44313,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44314,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44315,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44316,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44317,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44319,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44320,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44321,OH,Summit County,Akron,Copley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44322,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44325,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44326,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44328,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44333,OH,Summit County,Akron,Fairlawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44334,OH,Summit County,Fairlawn,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44372,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44393,OH,Summit County,Akron,Roadway Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44396,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44398,OH,Summit County,Akron,Fairlawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44399,OH,Summit County,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44401,OH,Mahoning County,Berlin Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44402,OH,Trumbull County,Bristolville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44403,OH,Trumbull County,Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44404,OH,Trumbull County,Burghill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44405,OH,Mahoning County,Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44406,OH,Mahoning County,Canfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44408,OH,Columbiana County,Columbiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44410,OH,Trumbull County,Cortland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44411,OH,Portage County,Deerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44412,OH,Portage County,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44413,OH,Columbiana County,East Palestine,E Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44415,OH,Columbiana County,Elkton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44416,OH,Mahoning County,Ellsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44417,OH,Trumbull County,Farmdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44418,OH,Trumbull County,Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44420,OH,Trumbull County,Girard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44422,OH,Mahoning County,Greenford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44423,OH,Columbiana County,Hanoverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44424,OH,Trumbull County,Hartford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44425,OH,Trumbull County,Hubbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44427,OH,Carroll County,Kensington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44428,OH,Trumbull County,Kinsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44429,OH,Mahoning County,Lake Milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44430,OH,Trumbull County,Leavittsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44431,OH,Columbiana County,Leetonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44432,OH,Columbiana County,Lisbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44436,OH,Mahoning County,Lowellville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44437,OH,Trumbull County,Mc Donald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44438,OH,Trumbull County,Masury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44439,OH,Trumbull County,Mesopotamia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44440,OH,Trumbull County,Mineral Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44441,OH,Columbiana County,Negley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44442,OH,Mahoning County,New Middletown,New Middletwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44443,OH,Mahoning County,New Springfield,New Springfld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44444,OH,Trumbull County,Newton Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44445,OH,Columbiana County,New Waterford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44446,OH,Trumbull County,Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44449,OH,Portage County,North Benton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44450,OH,Trumbull County,North Bloomfield,N Bloomfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44451,OH,Mahoning County,North Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44452,OH,Mahoning County,North Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44453,OH,Trumbull County,Orangeville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44454,OH,Mahoning County,Petersburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44455,OH,Columbiana County,Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44460,OH,Columbiana County,Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44470,OH,Trumbull County,Southington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44471,OH,Mahoning County,Struthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44473,OH,Trumbull County,Vienna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44481,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44482,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44483,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44484,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44485,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44486,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44488,OH,Trumbull County,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44490,OH,Columbiana County,Washingtonville,Washingtonvle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44491,OH,Trumbull County,West Farmington,W Farmington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44492,OH,Columbiana County,West Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44493,OH,Columbiana County,Winona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44501,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44502,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44503,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44504,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44505,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44506,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44507,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44509,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44510,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44511,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44512,OH,Mahoning County,Youngstown,Boardman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44513,OH,Mahoning County,Youngstown,Boardman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44514,OH,Mahoning County,Youngstown,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44515,OH,Mahoning County,Youngstown,Austintown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44555,OH,Mahoning County,Youngstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44601,OH,Stark County,Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44606,OH,Wayne County,Apple Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44607,OH,Carroll County,Augusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44608,OH,Stark County,Beach City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44609,OH,Mahoning County,Beloit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44610,OH,Holmes County,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44611,OH,Holmes County,Big Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44612,OH,Tuscarawas County,Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44613,OH,Stark County,Brewster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44614,OH,Stark County,Canal Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44615,OH,Carroll County,Carrollton,Harlem Spgs, Harlem Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44617,OH,Holmes County,Charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44618,OH,Wayne County,Dalton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44619,OH,Columbiana County,Damascus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44620,OH,Carroll County,Dellroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44621,OH,Tuscarawas County,Dennison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44622,OH,Tuscarawas County,Dover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44624,OH,Tuscarawas County,Dundee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44625,OH,Columbiana County,East Rochester,E Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44626,OH,Stark County,East Sparta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44627,OH,Wayne County,Fredericksburg,Fredericksbrg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44628,OH,Holmes County,Glenmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44629,OH,Tuscarawas County,Gnadenhutten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44630,OH,Stark County,Greentown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44631,OH,Carroll County,Harlem Springs,Harlem Spgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44632,OH,Stark County,Hartville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44633,OH,Holmes County,Holmesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44634,OH,Columbiana County,Homeworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44636,OH,Wayne County,Kidron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44637,OH,Holmes County,Killbuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44638,OH,Holmes County,Lakeville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44639,OH,Carroll County,Leesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44640,OH,Stark County,Limaville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44641,OH,Stark County,Louisville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44643,OH,Carroll County,Magnolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44644,OH,Carroll County,Malvern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44645,OH,Wayne County,Marshallville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44646,OH,Stark County,Massillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44647,OH,Stark County,Massillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44648,OH,Stark County,Massillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44650,OH,Stark County,Maximo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44651,OH,Carroll County,Mechanicstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44652,OH,Stark County,Middlebranch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44653,OH,Tuscarawas County,Midvale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44654,OH,Holmes County,Millersburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44656,OH,Tuscarawas County,Mineral City,Zoarville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44657,OH,Stark County,Minerva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44659,OH,Wayne County,Mount Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44660,OH,Holmes County,Mount Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44661,OH,Holmes County,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44662,OH,Stark County,Navarre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44663,OH,Tuscarawas County,New Philadelphia,New Phila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44665,OH,Columbiana County,North Georgetown,N Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44666,OH,Stark County,North Lawrence,N Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44667,OH,Wayne County,Orrville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44669,OH,Stark County,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44670,OH,Stark County,Robertsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44671,OH,Tuscarawas County,Sandyville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44672,OH,Mahoning County,Sebring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44675,OH,Carroll County,Sherrodsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44676,OH,Wayne County,Shreve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44677,OH,Wayne County,Smithville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44678,OH,Tuscarawas County,Somerdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44679,OH,Harrison County,Stillwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44680,OH,Tuscarawas County,Strasburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44681,OH,Tuscarawas County,Sugarcreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44682,OH,Tuscarawas County,Tuscarawas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44683,OH,Tuscarawas County,Uhrichsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44685,OH,Summit County,Uniontown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44687,OH,Holmes County,Walnut Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44688,OH,Stark County,Waynesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44689,OH,Stark County,Wilmot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44690,OH,Holmes County,Winesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44691,OH,Wayne County,Wooster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44693,OH,Harrison County,Deersville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44695,OH,Carroll County,Bowerston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44697,OH,Tuscarawas County,Zoar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,OH,Harrison County,Tippecanoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44701,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44702,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44703,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44704,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44705,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44706,OH,Stark County,Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44707,OH,Stark County,Canton,N Industry, North Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
